title,date,url,tokens,stem,lemma,pos_tags,named_entities
Шөкеев биыл Арыста қанша баланың бірінші сыныпқа баратынын айтты,11:49 2019-08-13,https://kaz.zakon.kz/news/4981287-sh-keev-biyl-arysta-ansha-balany-b-r.html,"шөкеев,биыл,арыста,қанша,баланың,бірінші,сыныпқа,баратынын,айтты",шөкеев биыл арыста қанша баланың бірінші сыныпқа баратынын айтты,Шөкеев биыл Арыста қанша баланың бірінші сыныпқа баратынын айтты,"[('Шөкеев', 'JJ'), ('биыл', 'NNP'), ('Арыста', 'NNP'), ('қанша', 'NNP'), ('баланың', 'NNP'), ('бірінші', 'NNP'), ('сыныпқа', 'NNP'), ('баратынын', 'NNP'), ('айтты', 'NN')]",['Шөкеев']
Досаев теңге бағамының тұрақсыздығы себебін атады,11:18 2019-08-13,https://kaz.zakon.kz/news/4981281-dosaev-te-ge-ba-amyny-t-ra-syzdy-y.html,"досаев,теңге,бағамының,тұрақсыздығы,себебін,атады",досаев теңге бағамының тұрақсыздығы себебін атады,Досаев теңге бағамының тұрақсыздығы себебін атады,"[('Досаев', 'JJ'), ('теңге', 'NNP'), ('бағамының', 'NNP'), ('тұрақсыздығы', 'NNP'), ('себебін', 'NNP'), ('атады', 'NN')]",['Досаев']
Еліміздің үздік ауруханалары анықталды,10:59 2019-08-13,https://kaz.zakon.kz/news/4981274-el-m-zd-zd-k-auruhanalary-any-taldy.html,"еліміздің,үздік,ауруханалары,анықталды",еліміздің үздік ауруханалары анықталды,Еліміздің үздік ауруханалары анықталды,"[('Еліміздің', 'JJ'), ('үздік', 'NNP'), ('ауруханалары', 'NNP'), ('анықталды', 'NN')]",['Еліміздің']
Дариға Назарбаева Сенаттан кетпейтін болды,09:30 2019-08-13,https://kaz.zakon.kz/news/4981253-dari-a-nazarbaeva-senattan-ketpeyt-n.html,"дариға,назарбаева,сенаттан,кетпейтін,болды",дариға назарбаева сенаттан кетпейтін болды,Дариға Назарбаева Сенаттан кетпейтін болды,"[('Дариға', 'JJ'), ('Назарбаева', 'NNP'), ('Сенаттан', 'NNP'), ('кетпейтін', 'NNP'), ('болды', 'NN')]",['Дариға Назарбаева Сенаттан']
Арыста 6924 үйдің құрылыс жұмыстары аяқталды,21:56 2019-08-12,https://kaz.zakon.kz/news/4981220-arysta-6924-yd-rylys-zh-mystary-aya.html,"арыста,6924,үйдің,құрылыс,жұмыстары,аяқталды",арыста 6924 үйдің құрылыс жұмыстары аяқталды,Арыста 6924 үйдің құрылыс жұмыстары аяқталды,"[('Арыста', 'NN'), ('6924', 'CD'), ('үйдің', 'NNP'), ('құрылыс', 'NNP'), ('жұмыстары', 'NNP'), ('аяқталды', 'NN')]",['Арыста']
"""Nur Otan"" партиясы Түркістан облыстық филиалы төрағасының бірінші орынбасары тағайындалды",19:44 2019-08-12,https://kaz.zakon.kz/news/4981213-nur-otan-partiyasy-t-rk-stan-oblysty.html,"nur,otan,партиясы,түркістан,облыстық,филиалы,төрағасының,бірінші,орынбасары,тағайындалды","""nur otan"" партиясы түркістан облыстық филиалы төрағасының бірінші орынбасары тағайындалды","""Nur Otan"" партиясы Түркістан облыстық филиалы төрағасының бірінші орынбасары тағайындалды","[('""', 'JJ'), ('Nur', 'NNP'), ('Otan', 'NNP'), ('""', 'NNP'), ('партиясы', 'NNP'), ('Түркістан', 'NNP'), ('облыстық', 'NNP'), ('филиалы', 'NNP'), ('төрағасының', 'NNP'), ('бірінші', 'NNP'), ('орынбасары', 'NNP'), ('тағайындалды', 'NN')]",[]
Арыстықтарға берілетін 100 мың теңге қашан аударылатыны белгілі болды,19:23 2019-08-12,https://kaz.zakon.kz/news/4981211-arysty-tar-a-ber-let-n-100-my-te-ge.html,"арыстықтарға,берілетін,100,мың,теңге,қашан,аударылатыны,белгілі,болды",арыстықтарға берілетін 100 мың теңге қашан аударылатыны белгілі болды,Арыстықтарға берілетін 100 мың теңге қашан аударылатыны белгілі болды,"[('Арыстықтарға', 'JJ'), ('берілетін', '$'), ('100', 'CD'), ('мың', 'NNP'), ('теңге', 'NNP'), ('қашан', 'NNP'), ('аударылатыны', 'NNP'), ('белгілі', 'NNP'), ('болды', 'NN')]",[]
Нұртөре Жүсіп пен Асқар Шәкіров Сенат депутаты атанды,17:51 2019-08-12,https://kaz.zakon.kz/news/4981196-n-rt-re-zh-s-p-pen-as-ar-sh-k-rov-senat.html,"нұртөре,жүсіп,пен,асқар,шәкіров,сенат,депутаты,атанды",нұртөре жүсіп пен асқар шәкіров сенат депутаты атанды,Нұртөре Жүсіп пен Асқар Шәкіров Сенат депутаты атанды,"[('Нұртөре', 'JJ'), ('Жүсіп', 'NNP'), ('пен', 'NNP'), ('Асқар', 'NNP'), ('Шәкіров', 'NNP'), ('Сенат', 'NNP'), ('депутаты', 'NNP'), ('атанды', 'NN')]",['Нұртөре Жүсіп']
Қасым-Жомарт Тоқаев жазушы Смағұл Елубайды қабылдады,17:45 2019-08-12,https://kaz.zakon.kz/news/4981193-asym-zhomart-to-aev-zhazushy-sma-l.html,"қасым,жомарт,тоқаев,жазушы,смағұл,елубайды,қабылдады",қасым-жомарт тоқаев жазушы смағұл елубайды қабылдады,Қасым-Жомарт Тоқаев жазушы Смағұл Елубайды қабылдады,"[('Қасым', 'SYM'), ('-', ':'), ('Жомарт', 'NN'), ('Тоқаев', 'JJ'), ('жазушы', 'NNP'), ('Смағұл', 'NNP'), ('Елубайды', 'NNP'), ('қабылдады', 'NN')]","['Қасым', 'Жомарт Тоқаев']"
1 қыркүйекте Алматы мектептеріне 258 мыңнан астам оқушы келеді,17:18 2019-08-12,https://kaz.zakon.kz/news/4981184-1-yrk-yekte-almaty-mektepter-ne-258-my.html,"1,қыркүйекте,алматы,мектептеріне,258,мыңнан,астам,оқушы,келеді",1 қыркүйекте алматы мектептеріне 258 мыңнан астам оқушы келеді,1 қыркүйекте Алматы мектептеріне 258 мыңнан астам оқушы келеді,"[('1', 'CD'), ('қыркүйекте', 'JJ'), ('Алматы', 'NNP'), ('мектептеріне', 'NNP'), ('258', 'CD'), ('мыңнан', 'NNP'), ('астам', 'NNP'), ('оқушы', 'NNP'), ('келеді', 'NN')]",['Алматы']
Алматы әкімінің орынбасары Ерлан Әукенов қызметінен кетті,17:14 2019-08-12,https://kaz.zakon.kz/news/4981183-almaty-k-m-n-orynbasary-erlan-ukenov.html,"алматы,әкімінің,орынбасары,ерлан,әукенов,қызметінен,кетті",алматы әкімінің орынбасары ерлан әукенов қызметінен кетті,Алматы әкімінің орынбасары Ерлан Әукенов қызметінен кетті,"[('Алматы', 'JJ'), ('әкімінің', 'NNP'), ('орынбасары', 'NNP'), ('Ерлан', 'NNP'), ('Әукенов', 'NNP'), ('қызметінен', 'NNP'), ('кетті', 'NN')]",['Алматы']
Алматыда кеңсе тонайтын ерекше аферист ұсталып қалды,17:08 2019-08-12,https://kaz.zakon.kz/news/4981181-almatyda-ke-se-tonaytyn-erekshe-aferist.html,"алматыда,кеңсе,тонайтын,ерекше,аферист,ұсталып,қалды",алматыда кеңсе тонайтын ерекше аферист ұсталып қалды,Алматыда кеңсе тонайтын ерекше аферист ұсталып қалды,"[('Алматыда', 'JJ'), ('кеңсе', 'NNP'), ('тонайтын', 'NNP'), ('ерекше', 'NNP'), ('аферист', 'NNP'), ('ұсталып', 'NNP'), ('қалды', 'NN')]",['Алматыда']
Оралдың жаңа әкімі тағайындалды,16:47 2019-08-12,https://kaz.zakon.kz/news/4981175-oraldy-zha-a-k-m-ta-ayyndaldy.html,"оралдың,жаңа,әкімі,тағайындалды",оралдың жаңа әкімі тағайындалды,Оралдың жаңа әкімі тағайындалды,"[('Оралдың', 'JJ'), ('жаңа', 'NNP'), ('әкімі', 'NNP'), ('тағайындалды', 'NN')]",['Оралдың']
Айыппұлға 200 млн теңге таба алмаған экс-әкім түрмеге отыруды таңдады,15:46 2019-08-12,https://kaz.zakon.kz/news/4981163-ayypp-l-a-200-mln-te-ge-taba-alma-an.html,"айыппұлға,200,млн,теңге,таба,алмаған,экс,әкім,түрмеге,отыруды,таңдады",айыппұлға 200 млн теңге таба алмаған экс-әкім түрмеге отыруды таңдады,Айыппұлға 200 млн теңге таба алмаған экс-әкім түрмеге отыруды таңдады,"[('Айыппұлға', 'RB'), ('200', 'CD'), ('млн', 'JJ'), ('теңге', 'NNP'), ('таба', 'NNP'), ('алмаған', 'NNP'), ('экс', 'NNP'), ('-', ':'), ('әкім', 'NN'), ('түрмеге', 'JJ'), ('отыруды', 'NNP'), ('таңдады', 'NN')]",[]
Көк-Төбе тауы тағы өртенді,15:27 2019-08-12,https://kaz.zakon.kz/news/4981160-k-k-t-be-tauy-ta-y-rtend.html,"көк,төбе,тауы,өртенді",көк-төбе тауы тағы өртенді,Көк-Төбе тауы тағы өртенді,"[('Көк', 'SYM'), ('-', ':'), ('Төбе', 'NN'), ('тауы', 'JJ'), ('тағы', 'NNP'), ('өртенді', 'NN')]","['Көк', 'Төбе']"
Тоқаев Қазақстанның Беларусьтегі Елшісін ауыстырды,14:01 2019-08-12,https://kaz.zakon.kz/news/4981144-to-aev-aza-stanny-belarusteg-elsh-s-n.html,"тоқаев,қазақстанның,беларусьтегі,елшісін,ауыстырды",тоқаев қазақстанның беларусьтегі елшісін ауыстырды,Тоқаев Қазақстанның Беларусьтегі Елшісін ауыстырды,"[('Тоқаев', 'JJ'), ('Қазақстанның', 'NNP'), ('Беларусьтегі', 'NNP'), ('Елшісін', 'NNP'), ('ауыстырды', 'NN')]",['Тоқаев Қазақстанның Беларусьтегі Елшісін']
Түркістан: Кентауда модульдi мал сою бекетi iске қосылды,13:58 2019-08-12,https://kaz.zakon.kz/news/4981143-t-rk-stan-kentauda-moduldi-mal-soyu.html,"түркістан,кентауда,модульдi,мал,сою,бекетi,iске,қосылды",түркістан: кентауда модульдi мал сою бекетi iске қосылды,Түркістан: Кентауда модульдi мал сою бекетi iске қосылды,"[('Түркістан', 'NN'), (':', ':'), ('Кентауда', 'JJ'), ('модульдi', 'NNP'), ('мал', 'NNP'), ('сою', 'NNP'), ('бекетi', 'NNP'), ('iске', 'NN'), ('қосылды', 'NN')]",['Түркістан']
Қырғыздың қара қызы қазақтың әнін құйқылжытты,12:43 2019-08-12,https://kaz.zakon.kz/news/4981134-yr-yzdy-ara-yzy-aza-ty-n-n-y-ylzhytty.html,"қырғыздың,қара,қызы,қазақтың,әнін,құйқылжытты",қырғыздың қара қызы қазақтың әнін құйқылжытты,Қырғыздың қара қызы қазақтың әнін құйқылжытты,"[('Қырғыздың', 'JJ'), ('қара', 'NNP'), ('қызы', 'NNP'), ('қазақтың', 'NNP'), ('әнін', 'NNP'), ('құйқылжытты', 'NN')]",['Қырғыздың']
Ыстықкөлде қазақстандық туристер мінген автобус кюветке ұшып кетті,12:27 2019-08-12,https://kaz.zakon.kz/news/4981131-ysty-k-lde-aza-standy-turister-m-ngen.html,"ыстықкөлде,қазақстандық,туристер,мінген,автобус,кюветке,ұшып,кетті",ыстықкөлде қазақстандық туристер мінген автобус кюветке ұшып кетті,Ыстықкөлде қазақстандық туристер мінген автобус кюветке ұшып кетті,"[('Ыстықкөлде', 'JJ'), ('қазақстандық', 'NNP'), ('туристер', 'NNP'), ('мінген', 'NNP'), ('автобус', 'NNP'), ('кюветке', 'NNP'), ('ұшып', 'NNP'), ('кетті', 'NN')]",['Ыстықкөлде']
"""Позор!"". Мәскеу асқан бұрынғы қазақстандық тілші Красиенко көзге түсті ",11:55 2019-08-12,https://kaz.zakon.kz/news/4981124-pozor-m-skeu-as-an-b-ryn-y-aza-standy-t.html,"позор,!"".,мәскеу,асқан,бұрынғы,қазақстандық,тілші,красиенко,көзге,түсті","""позор!"". мәскеу асқан бұрынғы қазақстандық тілші красиенко көзге түсті ","""Позор!"". Мәскеу асқан бұрынғы қазақстандық тілші Красиенко көзге түсті ","[('""', 'JJ'), ('Позор', 'NNP'), ('!"".', 'NNP'), ('Мәскеу', 'NNP'), ('асқан', 'NNP'), ('бұрынғы', 'NNP'), ('қазақстандық', 'NNP'), ('тілші', 'NNP'), ('Красиенко', 'NNP'), ('көзге', 'NNP'), ('түсті', 'NN')]",['Позор']
Қасым-Жомарт Тоқаев өзінің президент атанған алғашқы күндерін еске алды ,11:45 2019-08-12,https://kaz.zakon.kz/news/4981121-asym-zhomart-to-aev-z-n-prezident-atan.html,"қасым,жомарт,тоқаев,президент,атанған,алғашқы,күндерін,еске,алды",қасым-жомарт тоқаев өзінің президент атанған алғашқы күндерін еске алды ,Қасым-Жомарт Тоқаев өзінің президент атанған алғашқы күндерін еске алды ,"[('Қасым', 'SYM'), ('-', ':'), ('Жомарт', 'NN'), ('Тоқаев', 'JJ'), ('өзінің', 'NNP'), ('президент', 'NNP'), ('атанған', 'NNP'), ('алғашқы', 'NNP'), ('күндерін', 'NNP'), ('еске', 'NNP'), ('алды', 'NN')]","['Қасым', 'Жомарт Тоқаев']"
Алматыда полицейге жем болғысы келмеген жүргізуші дөрекі түрде қашып кетті,11:32 2019-08-12,https://kaz.zakon.kz/news/4981117-almatyda-politseyge-zhem-bol-ysy.html,"алматыда,полицейге,жем,болғысы,келмеген,жүргізуші,дөрекі,түрде,қашып,кетті",алматыда полицейге жем болғысы келмеген жүргізуші дөрекі түрде қашып кетті,Алматыда полицейге жем болғысы келмеген жүргізуші дөрекі түрде қашып кетті,"[('Алматыда', 'JJ'), ('полицейге', 'NNP'), ('жем', 'NNP'), ('болғысы', 'NNP'), ('келмеген', 'NNP'), ('жүргізуші', 'NNP'), ('дөрекі', 'NNP'), ('түрде', 'NNP'), ('қашып', 'NNP'), ('кетті', 'NN')]",['Алматыда']
Белгілі қазақстандық журналист қайтыс болды,11:20 2019-08-12,https://kaz.zakon.kz/news/4981115-belg-l-aza-standy-zhurnalist-aytys-boldy.html,"белгілі,қазақстандық,журналист,қайтыс,болды",белгілі қазақстандық журналист қайтыс болды,Белгілі қазақстандық журналист қайтыс болды,"[('Белгілі', 'JJ'), ('қазақстандық', 'NNP'), ('журналист', 'NNP'), ('қайтыс', 'NNP'), ('болды', 'NN')]",['Белгілі']
"""Қазақфильмнің"" бастығы ауысты",10:34 2019-08-12,https://kaz.zakon.kz/news/4981104-aza-filmn-basty-y-auysty.html,"қазақфильмнің,бастығы,ауысты","""қазақфильмнің"" бастығы ауысты","""Қазақфильмнің"" бастығы ауысты","[('""', 'JJ'), ('Қазақфильмнің', 'NNP'), ('""', 'NNP'), ('бастығы', 'NNP'), ('ауысты', 'NN')]",[]
Қасым-Жомарт Тоқаев Қазақстан халқына Жолдау арнамақ,10:22 2019-08-12,https://kaz.zakon.kz/news/4981102-asym-zhomart-to-aev-aza-stan-hal-yna.html,"қасым,жомарт,тоқаев,қазақстан,халқына,жолдау,арнамақ",қасым-жомарт тоқаев қазақстан халқына жолдау арнамақ,Қасым-Жомарт Тоқаев Қазақстан халқына Жолдау арнамақ,"[('Қасым', 'SYM'), ('-', ':'), ('Жомарт', 'NN'), ('Тоқаев', 'JJ'), ('Қазақстан', 'NNP'), ('халқына', 'NNP'), ('Жолдау', 'NNP'), ('арнамақ', 'NN')]","['Қасым', 'Жомарт Тоқаев Қазақстан']"
Н.Нығматулин АҚШ конгрессмендерімен кездесті,10:10 2019-08-12,https://kaz.zakon.kz/news/4981099-n-ny-matulin-a-sh-kongressmender-men.html,"н,нығматулин,ақш,конгрессмендерімен,кездесті",н.нығматулин ақш конгрессмендерімен кездесті,Н.Нығматулин АҚШ конгрессмендерімен кездесті,"[('Н', 'NN'), ('.', '.'), ('Нығматулин', 'CC'), ('АҚШ', 'JJ'), ('конгрессмендерімен', 'NN'), ('кездесті', 'NN')]",['АҚШ']
Ол террорист пе еді? Ислам Әбішевті қамауда ұстау тағы 1 айға созылды,10:01 2019-08-12,https://kaz.zakon.kz/news/4981096-ol-terrorist-pe-ed-islam-b-shevt-amauda.html,"террорист,пе,еді,ислам,әбішевті,қамауда,ұстау,1,айға,созылды",ол террорист пе еді? ислам әбішевті қамауда ұстау тағы 1 айға созылды,Ол террорист пе еді? Ислам Әбішевті қамауда ұстау тағы 1 айға созылды,"[('Ол', 'JJ'), ('террорист', 'NNP'), ('пе', 'NNP'), ('еді', 'NNP'), ('?', '.'), ('Ислам', 'NNP'), ('Әбішевті', 'NNP'), ('қамауда', 'NNP'), ('ұстау', 'NNP'), ('тағы', 'VBD'), ('1', 'CD'), ('айға', 'NNS'), ('созылды', 'VBP')]",[]
Студенттер отрядын жаңғырту керек пе,09:47 2019-08-12,https://kaz.zakon.kz/news/4981092-ol-utopiya-studentter-otryadyn-zha-yrtu.html,"студенттер,отрядын,жаңғырту,керек,пе",студенттер отрядын жаңғырту керек пе,Студенттер отрядын жаңғырту керек пе,"[('Студенттер', 'JJ'), ('отрядын', 'NNP'), ('жаңғырту', 'NNP'), ('керек', 'NNP'), ('пе', 'NN')]",['Студенттер']
Көк-Төбедегі өрттен кісі қаза тапты: полиция тергеуге кірісті,09:37 2019-08-12,https://kaz.zakon.kz/news/4981090-k-k-t-bedeg-rtten-k-s-aza-tapty.html,"көк,төбедегі,өрттен,кісі,қаза,тапты,полиция,тергеуге,кірісті",көк-төбедегі өрттен кісі қаза тапты: полиция тергеуге кірісті,Көк-Төбедегі өрттен кісі қаза тапты: полиция тергеуге кірісті,"[('Көк', 'SYM'), ('-', ':'), ('Төбедегі', 'NN'), ('өрттен', 'JJ'), ('кісі', 'NNP'), ('қаза', 'NNP'), ('тапты', 'NN'), (':', ':'), ('полиция', 'JJ'), ('тергеуге', 'NN'), ('кірісті', 'NN')]","['Көк', 'Төбедегі']"
Тоқаев АҚШ конгрессмендерін қабылдады,17:31 2019-08-09,https://kaz.zakon.kz/news/4980944-to-aev-a-sh-kongressmender-n-abyldady.html,"тоқаев,ақш,конгрессмендерін,қабылдады",тоқаев ақш конгрессмендерін қабылдады,Тоқаев АҚШ конгрессмендерін қабылдады,"[('Тоқаев', 'JJ'), ('АҚШ', 'NNP'), ('конгрессмендерін', 'NNP'), ('қабылдады', 'NN')]","['Тоқаев', 'АҚШ']"
Қазақ аз. Солтүстікке көшу үшін не істеу керек,17:18 2019-08-09,https://kaz.zakon.kz/news/4980940-aza-az-solt-st-kke-k-shu-sh-n-ne-steu.html,"қазақ,аз,солтүстікке,көшу,не,істеу,керек",қазақ аз. солтүстікке көшу үшін не істеу керек,Қазақ аз. Солтүстікке көшу үшін не істеу керек,"[('Қазақ', 'JJ'), ('аз', 'NNP'), ('.', '.'), ('Солтүстікке', 'VB'), ('көшу', 'JJ'), ('үшін', 'NNP'), ('не', 'NNP'), ('істеу', 'NNP'), ('керек', 'NN')]",['Қазақ']
Асқар Мамин Қырғызстанда Еуразиялық үкіметаралық кеңес отырысына қатысты,16:46 2019-08-09,https://kaz.zakon.kz/news/4980933-as-ar-mamin-yr-yzstanda-euraziyaly-k.html,"асқар,мамин,қырғызстанда,еуразиялық,үкіметаралық,кеңес,отырысына,қатысты",асқар мамин қырғызстанда еуразиялық үкіметаралық кеңес отырысына қатысты,Асқар Мамин Қырғызстанда Еуразиялық үкіметаралық кеңес отырысына қатысты,"[('Асқар', 'JJ'), ('Мамин', 'NNP'), ('Қырғызстанда', 'NNP'), ('Еуразиялық', 'NNP'), ('үкіметаралық', 'NNP'), ('кеңес', 'NNP'), ('отырысына', 'NNP'), ('қатысты', 'NN')]",['Асқар Мамин Қырғызстанда Еуразиялық']
Мини-соғыс болған жер. Атамбаевтың үйі қандай күйде,16:39 2019-08-09,https://kaz.zakon.kz/news/4980932-mini-so-ys-bol-an-zher-atambaevty-y-az.html,"мини,соғыс,болған,жер,атамбаевтың,үйі,қандай,күйде",мини-соғыс болған жер. атамбаевтың үйі қандай күйде,Мини-соғыс болған жер. Атамбаевтың үйі қандай күйде,"[('Мини', 'SYM'), ('-', ':'), ('соғыс', 'NN'), ('болған', 'JJ'), ('жер', 'NNP'), ('.', '.'), ('Атамбаевтың', 'VB'), ('үйі', 'JJ'), ('қандай', 'NNP'), ('күйде', 'NN')]",['Мини']
Елбасы Ахметжан Есімовті қабылдады,16:05 2019-08-09,https://kaz.zakon.kz/news/4980925-elbasy-ahmetzhan-es-movt-abyldady.html,"елбасы,ахметжан,есімовті,қабылдады",елбасы ахметжан есімовті қабылдады,Елбасы Ахметжан Есімовті қабылдады,"[('Елбасы', 'JJ'), ('Ахметжан', 'NNP'), ('Есімовті', 'NNP'), ('қабылдады', 'NN')]",['Елбасы Ахметжан Есімовті']
Демалыс күндері жаңбыр және температураның төмендеуі күтіледі ,16:04 2019-08-09,https://kaz.zakon.kz/news/4980924-demalys-k-nder-zha-byr-zh-ne.html,"демалыс,күндері,жаңбыр,және,температураның,төмендеуі,күтіледі",демалыс күндері жаңбыр және температураның төмендеуі күтіледі ,Демалыс күндері жаңбыр және температураның төмендеуі күтіледі ,"[('Демалыс', 'JJ'), ('күндері', 'NNP'), ('жаңбыр', 'NNP'), ('және', 'NNP'), ('температураның', 'NNP'), ('төмендеуі', 'NNP'), ('күтіледі', 'NN')]",['Демалыс']
Қырымда Украина туы көкке көтерілді,15:44 2019-08-09,https://kaz.zakon.kz/news/4980917-yrymda-ukraina-tuy-k-kke-k-ter-ld.html,"қырымда,украина,туы,көкке,көтерілді",қырымда украина туы көкке көтерілді,Қырымда Украина туы көкке көтерілді,"[('Қырымда', 'JJ'), ('Украина', 'NNP'), ('туы', 'NNP'), ('көкке', 'NNP'), ('көтерілді', 'NN')]",['Қырымда Украина']
Көрініп тұр. Камшат Жолдыбаеваның купальнигі дау тудырды,15:26 2019-08-09,https://kaz.zakon.kz/news/4980913-k-r-n-p-t-r-oy-kamshat-zholdybaevany.html,"көрініп,тұр,камшат,жолдыбаеваның,купальнигі,дау,тудырды",көрініп тұр. камшат жолдыбаеваның купальнигі дау тудырды,Көрініп тұр. Камшат Жолдыбаеваның купальнигі дау тудырды,"[('Көрініп', 'JJ'), ('тұр', 'NNP'), ('.', '.'), ('Камшат', 'VB'), ('Жолдыбаеваның', 'JJ'), ('купальнигі', 'NNP'), ('дау', 'NNP'), ('тудырды', 'NN')]","['Көрініп', 'Жолдыбаеваның']"
Маса қандай адамдардың қанын сүйсініп сорады,14:58 2019-08-09,https://kaz.zakon.kz/news/4980908-masa-anday-adamdardy-anyn-s-ys-n-p.html,"маса,қандай,адамдардың,қанын,сүйсініп,сорады",маса қандай адамдардың қанын сүйсініп сорады,Маса қандай адамдардың қанын сүйсініп сорады,"[('Маса', 'JJ'), ('қандай', 'NNP'), ('адамдардың', 'NNP'), ('қанын', 'NNP'), ('сүйсініп', 'NNP'), ('сорады', 'NN')]",['Маса']
Үкімет басшысы Асқар Мамин Қырғыз елінде жүр,14:56 2019-08-09,https://kaz.zakon.kz/news/4980906-k-met-basshysy-as-ar-mamin-yr-yz-el-nde.html,"үкімет,басшысы,асқар,мамин,қырғыз,елінде,жүр",үкімет басшысы асқар мамин қырғыз елінде жүр,Үкімет басшысы Асқар Мамин Қырғыз елінде жүр,"[('Үкімет', 'JJ'), ('басшысы', 'NNP'), ('Асқар', 'NNP'), ('Мамин', 'NNP'), ('Қырғыз', 'NNP'), ('елінде', 'NNP'), ('жүр', 'NN')]",['Үкімет']
"Сыртқы істер министрі қырғыз, өзбек және тәжік әріптестерімен кеңес өткізді",14:49 2019-08-09,https://kaz.zakon.kz/news/4980904-syrt-y-ster-ministr-yr-yz-zbek-zh-ne-t.html,"сыртқы,істер,министрі,қырғыз,өзбек,және,тәжік,әріптестерімен,кеңес,өткізді","сыртқы істер министрі қырғыз, өзбек және тәжік әріптестерімен кеңес өткізді","Сыртқы істер министрі қырғыз, өзбек және тәжік әріптестерімен кеңес өткізді","[('Сыртқы', 'JJ'), ('істер', 'NNP'), ('министрі', 'NNP'), ('қырғыз', 'NNP'), (',', ','), ('өзбек', 'NNP'), ('және', 'NNP'), ('тәжік', 'NNP'), ('әріптестерімен', 'NNP'), ('кеңес', 'NNP'), ('өткізді', 'NN')]",['Сыртқы']
Батыс Қазақстанда екі бүлдіршін қызды зорлаған күдікті ұсталды,14:31 2019-08-09,https://kaz.zakon.kz/news/4980898-batys-aza-standa-ek-b-ld-rsh-n-yzdy.html,"батыс,қазақстанда,екі,бүлдіршін,қызды,зорлаған,күдікті,ұсталды",батыс қазақстанда екі бүлдіршін қызды зорлаған күдікті ұсталды,Батыс Қазақстанда екі бүлдіршін қызды зорлаған күдікті ұсталды,"[('Батыс', 'JJ'), ('Қазақстанда', 'NNP'), ('екі', 'NNP'), ('бүлдіршін', 'NNP'), ('қызды', 'NNP'), ('зорлаған', 'NNP'), ('күдікті', 'NNP'), ('ұсталды', 'NN')]",['Батыс Қазақстанда']
Әлемдік нарықта алтынның бағасы шарықтап кетті,14:06 2019-08-09,https://kaz.zakon.kz/news/4980891-lemd-k-nary-ta-altynny-ba-asy-shary-tap.html,"әлемдік,нарықта,алтынның,бағасы,шарықтап,кетті",әлемдік нарықта алтынның бағасы шарықтап кетті,Әлемдік нарықта алтынның бағасы шарықтап кетті,"[('Әлемдік', 'JJ'), ('нарықта', 'NNP'), ('алтынның', 'NNP'), ('бағасы', 'NNP'), ('шарықтап', 'NNP'), ('кетті', 'NN')]",['Әлемдік']
Қасым-Жомарт Тоқаев Қытайға сапармен барады,14:00 2019-08-09,https://kaz.zakon.kz/news/4980890-asym-zhomart-to-aev-ytay-a-saparmen.html,"қасым,жомарт,тоқаев,қытайға,сапармен,барады",қасым-жомарт тоқаев қытайға сапармен барады,Қасым-Жомарт Тоқаев Қытайға сапармен барады,"[('Қасым', 'SYM'), ('-', ':'), ('Жомарт', 'NN'), ('Тоқаев', 'JJ'), ('Қытайға', 'NNP'), ('сапармен', 'NNP'), ('барады', 'NN')]","['Қасым', 'Жомарт Тоқаев Қытайға']"
Кісі өлтіргенін мойындаған алматылықтың ауылдасы өз шындығын айтты,12:21 2019-08-09,https://kaz.zakon.kz/news/4980875-25-zhyldan-so-k-s-lt-rgen-n-moyynda-an.html,"кісі,өлтіргенін,мойындаған,алматылықтың,ауылдасы,шындығын,айтты",кісі өлтіргенін мойындаған алматылықтың ауылдасы өз шындығын айтты,Кісі өлтіргенін мойындаған алматылықтың ауылдасы өз шындығын айтты,"[('Кісі', 'JJ'), ('өлтіргенін', 'NNP'), ('мойындаған', 'NNP'), ('алматылықтың', 'NNP'), ('ауылдасы', 'NNP'), ('өз', 'NNP'), ('шындығын', 'NNP'), ('айтты', 'NN')]",['Кісі']
Қазақстандық жас әнші көптің жынына тиетін бейнебаян жариялады,11:39 2019-08-09,https://kaz.zakon.kz/news/4980870-aza-standy-zhas-nsh-k-pt-zhynyna-tiet-n.html,"қазақстандық,жас,әнші,көптің,жынына,тиетін,бейнебаян,жариялады",қазақстандық жас әнші көптің жынына тиетін бейнебаян жариялады,Қазақстандық жас әнші көптің жынына тиетін бейнебаян жариялады,"[('Қазақстандық', 'JJ'), ('жас', 'NNP'), ('әнші', 'NNP'), ('көптің', 'NNP'), ('жынына', 'NNP'), ('тиетін', 'NNP'), ('бейнебаян', 'NNP'), ('жариялады', 'NN')]",['Қазақстандық']
Атамбаев абақтыға жабылды – оған айып тағылды,11:28 2019-08-09,https://kaz.zakon.kz/news/4980868-atambaev-aba-ty-a-zhabyldy-o-an-ayyp-ta.html,"атамбаев,абақтыға,жабылды,–,айып,тағылды",атамбаев абақтыға жабылды – оған айып тағылды,Атамбаев абақтыға жабылды – оған айып тағылды,"[('Атамбаев', 'JJ'), ('абақтыға', 'NNP'), ('жабылды', 'NNP'), ('–', 'NNP'), ('оған', 'NNP'), ('айып', 'NNP'), ('тағылды', 'NN')]",['Атамбаев']
